"METHOD","ANALYST","MISSIONID","REGION","OBS_YEAR","ISLAND","SEC_NAME","SITEVISITID","SITE","TRANSECT","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","SEGMENT","SEGLENGTH","SEGWIDTH","SEGAREA","COLONYID","Fragment","S_ORDER","GENUS_CODE","SPCODE","TAXONCODE","TAXONNAME","EX_BOUND","COLONYLENGTH","OLDDEAD","GENRD1","GENRD2","GENRD3","RD1","RDEXTENT1","RD2","RDEXTENT2","RD3","RDEXTENT3","CONDITION_1","EXTENT_1","SEVERITY_1","CONDITION_2","EXTENT_2","SEVERITY_2","CONDITION_3","EXTENT_3","SEVERITY_3"
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"11",0,"Scleractinia","POCS","POCS","POCS","Pocillopora sp",0,"19.6401248",3,"DZGN","NONE","NONE","TLS",5,"NONE",0,"NONE",0,"BLE",100,2,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"12",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"7.4389784",55,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"13",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"37.4663075",10,"DZGN","NONE","NONE","TLS",3,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"14",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"12.86014",2,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"15",0,"Scleractinia","POCS","POCS","POCS","Pocillopora sp",0,"31.8173616",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"BLE",100,2,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"16",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"40.6231878",45,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"17",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"57.2264589",45,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"18",0,"Scleractinia","POSP","PMON","PMON","Porites monticulosa",0,"17.6872072",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12958,"HAW-04221",1,"Forereef","Mid","AGR",19.745762,-155.066556,7.619628162,6.400487656,0,2.5,1,2.5,"19",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.3886176",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"20",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"12.1273658",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"21",0,"Scleractinia","POCS","PMEA","PMEA","Pocillopora meandrina",0,"9.0802918",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",100,1,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"22",0,"Scleractinia","POCS","PMEA","PMEA","Pocillopora meandrina",0,"25.6507797",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"23",0,"Scleractinia","POSP","POSP","POSP","Porites sp",0,"9.293078",70,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"24",0,"Scleractinia","POCS","PMEA","PMEA","Pocillopora meandrina",0,"13.2274903",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"25",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.8495811",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"26",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"14.6924334",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"27",0,"Scleractinia","POCS","PMEA","PMEA","Pocillopora meandrina",0,"16.7692487",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_PUNA",12973,"HAW-04231",1,"Forereef","Mid","ROB",19.553661,-154.8712,8.229198415,10.66747943,0,2.5,1,2.5,"28",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"34.067229",85,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"29",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"21.8500572",70,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"30",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"14.2456239",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"31",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"9.4299204",65,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"32",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.3715291",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"33",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.4510852",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"34",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.4645403",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"35",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"12.0758644",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"36",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"12.3146254",70,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"37",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"11.7461696",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"38",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.5068042",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"39",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"7.0818995",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"40",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"12.3628031",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"41",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.7153256",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"42",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.5167835",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"43",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"8.863611",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"44",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.1745446",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"45",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.6339773",3,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"46",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"24.9381414",35,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"47",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.1303916",75,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"48",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"7.1225347",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"49",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"17.209172",55,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"50",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"20.0987885",25,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"51",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"18.3697169",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"52",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.8414381",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"53",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"40.7339231",30,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"54",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"6.9327123",15,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"55",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"19.6462567",60,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"56",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"9.9236737",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"ALG",2,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"57",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"7.216204",0,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13013,"HAW-04240",1,"Forereef","Mid","PAV",19.828205,-156.001287,5.486132277,6.705272783,5,2.5,1,2.5,"58",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"5.4540444",55,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13014,"HAW-04241",1,"Forereef","Shallow","AGR",19.798083,-156.021233,3.657421518,6.09570253,5,2.5,1,2.5,"59",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"95.481027",45,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"PTR",3,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13014,"HAW-04241",1,"Forereef","Shallow","AGR",19.798083,-156.021233,3.657421518,6.09570253,5,2.5,1,2.5,"60",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"36.4248953",25,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13014,"HAW-04241",1,"Forereef","Shallow","AGR",19.798083,-156.021233,3.657421518,6.09570253,5,2.5,1,2.5,"61",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"19.7355821",5,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
"SfM","MA","SE1902_MHI_LEG2","MHI",2019,"Hawaii","HAW_KONA",13014,"HAW-04241",1,"Forereef","Shallow","AGR",19.798083,-156.021233,3.657421518,6.09570253,5,2.5,1,2.5,"62",0,"Scleractinia","POSP","PLOB","PLOB","Porites lobata",0,"14.4391724",20,"NONE","NONE","NONE","NONE",0,"NONE",0,"NONE",0,"NONE",0,0,"NONE",0,0,"NONE",0,0
